Data,contabil_bndu_imobiliario_br,contabil_financiamento_comercial_br,contabil_financiamento_residencial_br,credito_contratacao_contratado_pf_comercial_br,credito_contratacao_contratado_pf_fgts_br,credito_contratacao_contratado_pf_home_equity_br,credito_contratacao_contratado_pf_livre_br,credito_contratacao_contratado_pf_sfh_br,credito_contratacao_indexador_pf_ipca_br,credito_contratacao_indexador_pf_outros_br,credito_contratacao_indexador_pf_prefixado_br,credito_contratacao_indexador_pf_tr_br,credito_contratacao_ltv_pf_comercial_br,credito_contratacao_ltv_pf_fgts_br,credito_contratacao_ltv_pf_home_equity_br,credito_contratacao_ltv_pf_livre_br,credito_contratacao_ltv_pf_sfh_br,credito_contratacao_taxa_pf_comercial_br,credito_contratacao_taxa_pf_fgts_br,credito_contratacao_taxa_pf_home_equity_br,credito_contratacao_taxa_pf_livre_br,credito_contratacao_taxa_pf_sfh_br,credito_estoque_ativo_problematico_pf_comercial_br,credito_estoque_ativo_problematico_pf_fgts_br,credito_estoque_ativo_problematico_pf_home_equity_br,credito_estoque_ativo_problematico_pf_livre_br,credito_estoque_ativo_problematico_pf_sfh_br,credito_estoque_carteira_credito_pf_comercial_br,credito_estoque_carteira_credito_pf_fgts_br,credito_estoque_carteira_credito_pf_home_equity_br,credito_estoque_carteira_credito_pf_livre_br,credito_estoque_carteira_credito_pf_sfh_br,credito_estoque_inadimplencia_pf_comercial_br,credito_estoque_inadimplencia_pf_fgts_br,credito_estoque_inadimplencia_pf_home_equity_br,credito_estoque_inadimplencia_pf_livre_br,credito_estoque_inadimplencia_pf_sfh_br,credito_estoque_indexador_pf_ipca_br,credito_estoque_indexador_pf_outros_br,credito_estoque_indexador_pf_prefixado_br,credito_estoque_indexador_pf_tr_br,credito_estoque_parcela_pf_comercial_br,credito_estoque_parcela_pf_fgts_br,credito_estoque_parcela_pf_home_equity_br,credito_estoque_parcela_pf_livre_br,credito_estoque_parcela_pf_sfh_br,credito_estoque_risco_operacao_pf_a_br,credito_estoque_risco_operacao_pf_aa_br,credito_estoque_risco_operacao_pf_b_br,credito_estoque_risco_operacao_pf_c_br,credito_estoque_risco_operacao_pf_comercial_a_br,credito_estoque_risco_operacao_pf_comercial_aa_br,credito_estoque_risco_operacao_pf_comercial_b_br,credito_estoque_risco_operacao_pf_comercial_c_br,credito_estoque_risco_operacao_pf_comercial_d_mais_br,credito_estoque_risco_operacao_pf_d_mais_br,credito_estoque_risco_operacao_pf_fgts_a_br,credito_estoque_risco_operacao_pf_fgts_aa_br,credito_estoque_risco_operacao_pf_fgts_b_br,credito_estoque_risco_operacao_pf_fgts_c_br,credito_estoque_risco_operacao_pf_fgts_d_mais_br,credito_estoque_risco_operacao_pf_home_equity_a_br,credito_estoque_risco_operacao_pf_home_equity_aa_br,credito_estoque_risco_operacao_pf_home_equity_b_br,credito_estoque_risco_operacao_pf_home_equity_c_br,credito_estoque_risco_operacao_pf_home_equity_d_mais_br,credito_estoque_risco_operacao_pf_livre_a_br,credito_estoque_risco_operacao_pf_livre_aa_br,credito_estoque_risco_operacao_pf_livre_b_br,credito_estoque_risco_operacao_pf_livre_c_br,credito_estoque_risco_operacao_pf_livre_d_mais_br,credito_estoque_risco_operacao_pf_sfh_a_br,credito_estoque_risco_operacao_pf_sfh_aa_br,credito_estoque_risco_operacao_pf_sfh_b_br,credito_estoque_risco_operacao_pf_sfh_c_br,credito_estoque_risco_operacao_pf_sfh_d_mais_br,direcionamento_6100_br,direcionamento_6101_br,direcionamento_6102_br,direcionamento_6104_br,direcionamento_6107_br,direcionamento_6109_br,direcionamento_6113_br,direcionamento_6117_br,direcionamento_6119_br,direcionamento_6122_br,direcionamento_6123_br,direcionamento_6124_br,direcionamento_6139_br,direcionamento_6143_br,direcionamento_6166_br,direcionamento_6172_br,direcionamento_6178_br,direcionamento_6180_br,direcionamento_6200_br,direcionamento_6201_br,direcionamento_6202_br,direcionamento_6204_br,direcionamento_6206_br,direcionamento_6208_br,direcionamento_6209_br,direcionamento_6210_br,direcionamento_6214_br,direcionamento_6215_br,direcionamento_6216_br,direcionamento_6217_br,direcionamento_6218_br,direcionamento_6266_br,direcionamento_6280_br,direcionamento_6707_br,direcionamento_6716_br,direcionamento_6719_br,direcionamento_6720_br,direcionamento_6722_br,direcionamento_6730_br,direcionamento_6778_br,direcionamento_6800_br,direcionamento_6801_br,direcionamento_6802_br,direcionamento_6804_br,direcionamento_6805_br,direcionamento_6810_br,direcionamento_6814_br,direcionamento_6816_br,direcionamento_6817_br,direcionamento_6818_br,direcionamento_6830_br,direcionamento_6831_br,direcionamento_6838_br,direcionamento_6866_br,direcionamento_6880_br,direcionamento_aplicacao_comercial_br,direcionamento_aplicacao_imobiliario_br,direcionamento_aplicacao_residencial_br,direcionamento_aquisicao_comercial_br,direcionamento_aquisicao_imobiliario_br,direcionamento_aquisicao_residencial_br,direcionamento_construcao_comercial_br,direcionamento_construcao_imobiliario_br,direcionamento_construcao_residencial_br,direcionamento_reforma_ampliacao_comercial_br,direcionamento_reforma_ampliacao_imobiliario_br,direcionamento_reforma_ampliacao_residencial_br,fontes_cri_br,fontes_lci_br,fontes_lh_br,fontes_lig_br,fontes_sbpe_captacao_br,fontes_sbpe_saldo_br,imoveis_area_privativa_br,imoveis_area_total_br,imoveis_dormitorio_1_br,imoveis_dormitorio_2_br,imoveis_dormitorio_3_br,imoveis_dormitorio_4_mais_br,imoveis_garantia_alienacao_fiduciaria_br,imoveis_garantia_hipoteca_br,imoveis_implantacao_condominio_br,imoveis_implantacao_isolado_br,imoveis_tipo_apartamento_br,imoveis_tipo_casa_br,imoveis_valor_avaliacao_br,imoveis_valor_compra_br,indices_imobiliario_pib_br,indices_ivg_r_br,indices_mvg_r_br,indices_pib_br,indices_selic_br,credito_contratacao_contratado_mediana_pf_comercial,credito_contratacao_contratado_mediana_pf_fgts,credito_contratacao_contratado_mediana_pf_home_equity,credito_contratacao_contratado_mediana_pf_livre,credito_contratacao_contratado_mediana_pf_sfh,contratacao_pf_total
2019-08-31,23351714190.23,18876109888.21,640618960439.44,36409038.55,1251692002.67,271366363.64,488341402.65,4928405392.44,28123195.37,103294598.64,151042569.39,6693753836.55,59.62,73.58,50.67,60.73,65.03,11.22,7.31,16.16,8.41,8.89,34141803.1,18130216371.31,885259439.91,1965804543.54,10067359571.85,2986107815.5,304489675680.23,10934349386.18,52158153955.77,262890794086.0,0.6,2.13,3.8,1.33,1.21,182858985.82,2611892475.39,5481303170.3,625183026292.17,2080.65,512.62,1571.16,2128.47,1468.68,7.03,66.21,11.6,10.08,4.66,84.79,8.03,1.57,0.95,5.08,7.26,56.33,16.58,13.44,6.39,15.37,49.95,15.64,12.64,6.39,5.67,80.03,5.64,5.24,3.41,6.73,75.38,6.88,7.14,3.88,507024524786.46,11169318649.61,10611626917.61,127723410.64,91274482.0,1197325810.07,41635786322.47,18362992105.23,13017713.45,0.0,46749963801.16,0.0,5343046203.86,13295001350.24,40498834745.33,1369801843.36,28532239324.25,26238461.68,46142457677.86,6247532781.84,1957335925.1,1509815718.02,3834097383.67,326336518.51,7492545466.33,1026085647.72,1053384997.09,56361630790.97,256061353595.3,18104222231.58,0.0,4131303976.18,227013409.13,0.0,0.0,808964086.41,15567836393.77,0.0,13501394.08,72559808468.72,11765035787.64,3656390081.03,243092491.52,0.0,130323971.36,1727536735.48,0.0,511541315.89,6693751518.1,0.0,6937473856.8,36590102.78,0.0,2170297616.8,366434423.25,76024391615.29,449887112829.81,373862721214.52,11765035787.64,564932018251.96,553166982464.32,2170297616.8,46800436338.31,44630138721.51,366434423.25,619686294.06,253251870.81,72805497609.8,147271233989.92,999338603.21,8816380505.95,3146851860.0,624637354860.0,74.35,102.79,8820.0,17110.0,11487.0,2009.0,31448.0,7978.0,17634.0,21792.0,11783.0,27643.0,267900.0,252756.18,9.06,543.31,183500.0,7242726981305.67,6.0,135750.0,113988.16,125643.17,472311.24,192000.0,6976214199.95
2019-09-30,23152078694.74,18186691019.08,644581243523.32,37915296.12,3117296822.87,280189176.91,536085913.43,5011175825.97,528933908.67,72800987.69,154723752.08,8226204386.86,64.1,73.84,50.37,57.7,65.1,11.07,6.14,16.15,8.34,8.76,27020886.91,18340113206.34,841014990.96,1824958490.04,9800799661.81,1658947496.62,306528397115.03,10979811007.56,53107640741.75,265285679159.49,1.14,2.1,3.56,1.21,1.19,702114072.26,2542742433.23,5491030466.96,628824588548.0,1951.56,511.77,1570.43,2139.9,1463.91,6.99,66.28,11.7,10.05,5.73,83.57,6.43,3.17,1.1,4.99,7.16,56.64,16.42,13.38,6.4,15.4,50.08,15.99,12.56,5.97,5.56,80.09,6.22,5.06,3.06,6.73,75.2,7.19,7.13,3.74,511237287318.4,11090784094.28,9848177306.06,122067491.42,92023719.0,1189212864.75,41785798145.69,18305752233.22,13206416.3,0.0,43944097052.16,0.0,5338906739.51,13103913459.18,40885857219.16,1358272381.58,27946085487.8,25835001.99,45845729347.79,6280807253.36,1663555683.34,1436875643.06,4420795721.25,322594797.42,7308475761.22,949274923.69,948687194.14,60304623318.5,252006085238.19,20835160059.57,0.0,4114223463.73,226292279.73,0.0,0.0,813240776.93,14783158955.66,0.0,13616136.24,71388277326.75,11598761693.06,3212838705.96,130790699.51,0.0,127033712.75,1682789385.93,0.0,549022927.25,6721837036.41,0.0,6959342756.16,34666632.63,0.0,1950525017.58,363918160.33,74595300530.65,451468452421.02,376873151890.37,11598761693.06,568681778359.25,557083016666.19,1950525017.58,46950605700.47,45000080682.89,363918160.33,616045442.05,252127281.72,73300594955.56,147718607405.71,1007079408.43,9661932150.64,192277040.0,634944308360.0,59.18,82.58,9980.0,43068.0,12570.0,1947.0,59964.0,7601.0,34131.0,33434.0,19233.0,48332.0,176000.0,170000.0,9.05,545.94,185000.0,7285028201524.29,5.5,139580.0,105199.48,130000.0,448289.98,193280.0,8982663035.3
2019-10-31,22670460018.42,17947172226.83,648499483615.67,37552061.3,5105870906.41,289795657.9,614629654.31,5608938495.72,964977231.91,106886303.39,168707188.5,10416216051.84,61.28,73.45,44.18,56.41,66.0,10.45,6.04,15.74,7.91,8.47,27982138.53,17695996407.97,843008936.08,1745455269.14,9414042651.53,1653942773.31,309303733066.38,10993127993.74,52669074907.18,267427492940.17,1.16,2.02,3.47,1.18,1.14,1658569630.65,2688359964.92,5502241854.09,632198200231.12,1935.45,512.49,1568.05,2123.33,1468.34,6.66,69.42,11.1,8.6,5.73,83.49,6.8,2.85,1.14,4.22,6.99,59.55,16.1,11.92,5.43,15.53,50.1,16.19,12.43,5.74,5.47,82.03,5.78,4.1,2.61,6.14,79.07,6.19,5.52,3.08,515627544249.12,10735214948.01,9951195366.17,116913181.42,93444995.65,1182822830.76,42102198600.04,18158470520.3,13307195.17,0.0,41338168764.41,0.0,5268830466.47,12958088761.92,41327296901.05,1343757819.33,27488079491.79,25409986.59,45540817640.25,6192263532.93,1663263907.47,1360510544.49,5088884645.8,320053071.6,7146573665.96,730969882.05,744469826.89,62367747296.45,254179714969.9,24516626745.56,0.0,4068556217.54,223966408.94,0.0,0.0,822900206.29,13898993775.63,0.0,13731331.93,70267681641.68,11473272174.91,3211487738.27,99221178.34,0.0,124665746.57,1634440001.18,0.0,1591852386.58,6721253428.93,0.0,6956394400.77,33390981.57,0.0,1900399765.62,361439749.96,73041124913.37,448622832140.98,375581707227.61,11473272174.91,572641634064.28,561168361889.37,1900399765.62,47296252884.21,45395853118.59,361439749.96,610816145.49,249376395.53,74098245986.14,147024464503.96,1021194763.94,10214750028.6,2103192540.0,636804364310.0,59.35,81.92,13228.0,53954.0,14915.0,2136.0,76790.0,7443.0,42230.0,42003.0,24266.0,59967.0,174000.0,170000.0,9.05,548.74,180000.0,7322452683059.43,5.0,146456.09,104800.0,126354.29,500000.0,192000.0,11656786775.64
2019-11-30,22952201991.7,16782439967.83,652911151484.0,41927920.0,4207726813.81,246673218.56,529619996.65,4790906998.64,969352822.3,172776604.42,158358299.69,8516367221.25,59.08,73.76,50.48,57.71,65.48,10.26,6.09,15.6,7.85,8.22,26386377.71,18114573259.52,843158559.12,1784819808.24,9580356697.39,1658800356.93,312089456303.42,10952186299.06,52283891599.48,269477622031.78,1.14,2.12,3.59,1.3,1.19,2603634286.67,3033851859.17,5510581404.45,635313889040.38,1924.43,514.88,1567.44,2106.36,1467.37,6.74,69.25,11.11,8.65,6.0,83.09,6.93,2.86,1.12,4.24,7.05,59.39,16.13,11.95,5.48,15.74,50.06,16.14,12.31,5.75,5.46,81.84,5.75,4.26,2.68,6.26,78.93,6.16,5.57,3.07,520217211879.96,10474815641.56,10246905934.23,112273741.87,94389762.07,1164168007.45,42273361496.95,17771312899.68,13395217.33,0.0,37593090455.09,0.0,5265930723.0,12848462204.52,41811437705.64,1333017286.47,27028601744.23,24989022.92,45274313764.56,6071408612.36,1854204830.76,1297251074.55,5664855368.79,315376669.84,7019352208.83,741485986.58,741946125.88,64915881540.55,253905188432.08,27946633878.16,0.0,4031147887.11,223121119.93,0.0,0.0,834132974.1,11833824440.42,0.0,13840525.94,69152094127.2,10605915256.86,3199081744.18,95172483.91,0.0,123236274.85,1903246395.56,0.0,3066237592.96,6702688120.55,0.0,6934189641.38,31781505.65,0.0,1850444120.25,358469655.3,71830588603.05,449900638962.48,378070050359.43,10605915256.86,576097440901.38,565491525644.52,1850444120.25,47693029713.0,45842585592.75,358469655.3,606579798.15,248110142.85,74389738988.74,145375178754.37,1036497410.55,10673807103.97,4877585710.0,641967805670.0,61.55,81.77,13045.0,44181.0,13685.0,1946.0,65916.0,6941.0,32557.0,40300.0,24007.0,48850.0,180000.0,170000.0,9.05,551.72,170000.0,7352766596833.3,5.0,133000.0,105410.42,134165.15,487883.33,192011.88,9816854947.66
2019-12-31,22487443373.87,15380274295.08,656339934811.27,36380692.55,4171230279.53,266030379.66,557538834.33,5828441831.19,1085587549.17,159412048.19,155958495.59,9458663924.31,60.81,73.2,45.65,61.13,66.92,10.71,6.08,15.44,7.7,8.31,27254867.46,18635949614.61,974083902.34,1781450042.52,9588025304.55,1654709419.58,314451457431.86,10948690513.91,51890662997.14,272463536307.23,1.17,1.82,3.44,1.21,1.09,3660287903.45,3119738032.54,5524045456.21,639104985277.52,1911.81,515.34,1557.36,2432.62,1465.65,6.61,69.39,10.98,8.57,6.21,83.65,6.39,2.54,1.21,4.45,7.0,59.24,16.03,11.85,5.88,15.27,50.36,15.15,12.09,7.13,5.32,81.95,5.82,4.23,2.68,6.07,79.38,5.99,5.52,3.05,524747622191.8,10177555299.61,8877354287.39,107645670.8,97306390.39,1151724343.35,42037631928.3,17267922187.81,13552113.44,0.0,34539021215.08,0.0,3006852577.71,12725049739.95,42227308975.48,1320840481.96,26570048076.82,24640810.71,44852608606.95,5813667288.53,2153856392.25,1225491496.47,6317274705.05,310783370.29,6876841849.01,755897407.43,746136967.69,66221437840.85,252196222676.64,31253346711.28,0.0,3998165452.94,221469944.32,0.0,0.0,851020113.9,10441451767.84,0.0,13928537.93,68007135384.49,9391168404.58,3047697848.61,94478728.04,0.0,120854792.97,1679179100.99,0.0,2898337304.84,6665856178.99,0.0,6842283861.2,30518063.14,0.0,1677833177.96,355997598.85,70404410133.19,448327356310.41,377922946177.22,9391168404.58,578991399203.33,569600230798.75,1677833177.96,47903307606.38,46225474428.42,355997598.85,602108353.88,246110755.03,77064732186.44,141876813145.53,1039509483.46,11192305651.67,688457200.0,657531442210.0,60.11,84.29,11365.0,44309.0,13980.0,2114.0,64707.0,7061.0,35104.0,36664.0,20817.0,50951.0,180000.0,175000.0,9.05,554.89,170000.0,7389130999453.28,4.5,154777.71,104000.0,127199.45,553210.0,192000.0,10859622017.26
2020-01-31,22622428318.26,14519550807.77,658320807251.79,24596637.1,2416001699.8,239057795.96,514773788.92,5076656369.13,783762967.33,128954157.18,147723350.61,7210645815.79,59.28,73.29,47.37,60.71,66.61,10.17,6.24,14.96,7.66,8.17,27550224.87,19327252483.95,1014126896.85,1807015832.36,9687614219.44,1646529471.01,315191640194.1,10966710094.67,51382425437.59,273972190511.82,1.25,2.18,3.86,1.36,1.22,4426071399.4,3202267140.79,5546049326.47,639985107842.53,1910.79,515.81,1566.07,2439.88,1467.6,6.48,69.79,10.75,8.52,5.71,83.74,6.82,2.43,1.29,4.46,6.97,59.52,15.76,11.83,5.91,13.81,51.73,15.03,12.18,7.25,5.25,82.2,5.66,4.17,2.71,5.85,79.91,5.8,5.41,3.03,526613508915.33,10163444632.16,9286393605.64,102987976.95,98685452.89,1152251730.38,41707836382.77,17126049910.68,13725463.65,0.0,32202355494.69,0.0,2798721960.9,12645821529.58,42504560158.26,1305063439.76,26122553032.72,24243814.96,44416301593.58,5553805993.09,2143186233.16,1165575237.7,6869294917.2,306629731.17,6731293038.61,745400440.98,745860607.98,67758678854.78,250888303271.0,33318672723.16,0.0,3916670109.88,219766956.46,0.0,0.0,869847532.05,9090596834.19,0.0,14021641.06,66850582369.95,9312104314.73,2594009135.33,92964694.96,0.0,120131678.34,1636988944.72,0.0,2568740234.3,6593001927.93,0.0,6821259065.93,27151362.16,0.0,1495357511.44,353474845.33,70195859035.48,449015760342.33,378819901306.85,9312104314.73,580341914823.64,571029810508.91,1495357511.44,47916587779.58,46421230268.14,353474845.33,597485616.75,244010771.42,76781025056.87,138972995301.42,889351847.96,11655333679.77,2421699580.0,649645040400.0,66.78,90.32,11270.0,28870.0,12284.0,2182.0,47520.0,7086.0,23956.0,30650.0,17442.0,37164.0,220000.0,210000.0,9.02,558.26,178000.0,7424453255495.57,4.5,153901.48,104923.66,130000.0,485370.43,195520.12,8271086290.91
2020-02-29,22445360576.95,14150434329.43,661279543888.7,24559063.38,2685680802.55,212473162.24,564473905.42,5254299768.92,782568156.17,142684693.09,133909466.75,7682324386.5,58.53,73.51,46.2,60.56,66.97,10.03,6.23,14.75,7.57,8.15,26627968.26,19982538761.88,1034406535.19,1774384529.19,9648233062.28,1637067378.77,316365956369.01,10980241185.96,51100077846.77,276242219767.59,1.28,2.31,4.18,1.37,1.23,5208109267.88,3301239574.15,5553191671.54,642263022034.53,1906.03,516.52,1564.22,2432.04,1463.03,6.01,70.76,10.58,8.4,5.74,83.38,7.2,2.49,1.19,4.25,6.36,60.96,15.42,11.72,5.54,13.65,51.4,15.19,12.19,7.56,5.07,82.52,5.66,4.12,2.63,5.47,80.5,5.78,5.28,2.96,529734669842.85,9920383784.25,10681710991.09,99078785.29,89712616.81,1128067448.93,41859534438.33,16542778910.41,13924184.79,0.0,30442445665.9,0.0,2721752181.07,12554873846.5,42872274064.73,1294060781.82,25674776199.89,23889393.09,44320222346.37,5557067701.48,3207083833.26,1104880004.04,7450839201.78,303224547.3,6608228850.49,784604559.72,823765796.15,69798224958.55,249214230097.21,35641675617.46,0.0,3860100672.81,217598841.84,0.0,0.0,839161967.21,4565745703.29,0.0,14106387.28,65730630058.83,9029746424.91,2540241330.28,92761073.1,0.0,119671380.65,1570329252.36,0.0,5885328151.67,6582597732.91,0.0,6811091260.48,25277246.21,0.0,1486506758.26,321540394.96,69869068012.24,452574063905.91,382704995893.67,9029746424.91,583084638614.13,574054892189.22,1486506758.26,48218881495.8,46732374737.54,321540394.96,563028629.89,241488234.93,77771856166.6,137617667185.96,878252764.68,11955489442.0,3556019140.0,649229630840.0,63.22,88.78,10524.0,30947.0,11353.0,1912.0,47534.0,7202.0,26310.0,28426.0,15882.0,38854.0,205000.0,195000.0,9.0,561.81,185000.0,7466127202126.48,4.25,144020.0,106800.0,133000.0,508420.0,190709.01,8741486702.51
2020-03-31,22163648318.33,14048175690.72,665852613224.91,23756991.6,3387704068.88,204699877.44,529542757.92,5365936027.91,707240667.94,185670854.81,131308186.99,8487420014.01,63.39,73.69,48.32,58.84,67.05,10.33,6.04,14.41,7.51,7.97,30182990.46,22093161884.0,1112262172.08,1924574208.76,10330471544.97,1629100563.62,318669268922.11,10948157263.27,50685110856.11,278347255744.98,1.36,3.23,5.38,1.92,1.68,5885906280.89,3423257227.04,5546112579.79,645423617262.37,1899.15,510.78,1564.26,2427.31,1463.75,5.96,70.49,10.59,8.56,5.51,83.85,6.26,3.1,1.27,4.4,6.26,60.76,15.28,11.88,5.82,13.54,50.86,15.48,12.15,7.96,5.06,82.15,5.78,4.3,2.71,5.48,80.19,5.93,5.43,2.97,533456217189.42,10422431281.94,11656105850.47,95031407.04,91585361.35,1111147716.7,42038700281.98,16153657480.57,14136916.27,0.0,28962505465.06,0.0,2711351147.6,12511102498.33,43344042228.9,1281828444.92,25218493791.26,23496670.54,43994363560.34,5633626329.12,3242693651.95,1047481731.29,8058899570.05,295987743.19,6397502232.25,973460828.86,927822473.82,71658954236.43,247848310684.79,38954706190.25,0.0,3838904839.43,215507048.91,0.0,0.0,846342918.56,2591199190.58,0.0,14182986.19,64591015629.57,8840791940.24,2928700512.64,80227774.45,0.0,118498302.71,1517991575.69,0.0,6236933433.99,6690296672.32,0.0,6912042860.79,24739877.18,0.0,1151328431.52,319175957.33,70133923632.86,455609380385.19,385475456752.33,8840791940.24,586291372690.0,577450580749.76,1151328431.52,48334275499.85,47182947068.33,319175957.33,558179676.78,239003719.45,77176933726.22,136772661519.76,887535194.34,12431237032.86,2976115980.0,659283469440.0,61.17,84.26,11839.0,42272.0,13384.0,1890.0,61430.0,7955.0,33042.0,36343.0,20958.0,48427.0,186000.0,179989.31,9.02,565.55,185000.0,7499672004100.06,3.75,166250.0,106400.0,134356.81,529488.98,194480.55,9511639723.75
2020-04-30,22114906825.51,14200944590.24,672392559354.27,26542394.52,3014116079.1,236115253.0,529766222.4,5266373696.5,567352367.93,137121411.57,194210409.4,8174229456.62,62.98,73.61,60.13,59.03,67.48,10.32,6.11,14.84,7.55,7.84,36522829.71,24179789744.63,1196487613.44,2071169571.78,11096416098.42,1632717749.21,321139560392.08,10962375597.11,50630750119.8,281874601721.09,1.71,3.2,5.83,1.85,1.59,6427240968.91,3499924016.15,5576549089.96,650736291504.27,1894.81,512.2,1555.8,2390.32,1461.14,6.19,70.85,10.52,8.01,5.67,83.45,6.3,3.07,1.52,4.43,6.58,61.22,15.26,11.07,5.88,13.61,49.07,16.09,12.66,8.57,5.19,82.24,5.68,4.07,2.82,5.64,80.55,5.8,5.07,2.94,538916096710.33,10712282889.4,11532580189.95,91714373.52,93115158.08,1100316582.12,42219930710.88,15935029265.64,14310926.56,0.0,28014313372.9,0.0,2723894870.24,12349156949.63,43896432149.3,1276132429.92,24783692174.16,23156193.09,44104771529.55,5721809240.61,3057813126.54,994673985.86,8525805887.35,292970779.56,6280856570.82,1047203492.75,1068988416.17,72603448697.06,246497725192.91,41736799549.61,0.0,3837589349.25,215584747.34,0.0,0.0,862372918.07,2577419950.54,0.0,14256717.51,63477263387.47,8820383603.03,2960020680.01,77989080.56,0.0,117597531.89,1494682747.32,0.0,6680028470.83,6580831726.65,0.0,6802128532.56,23853709.65,0.0,1149532907.74,318005482.05,68555061313.7,458380706367.5,389825645053.8,8820383603.03,591841251842.91,583020868239.88,1149532907.74,48883554406.29,47734021498.55,318005482.05,556746422.48,238740940.43,76805135493.9,137750671310.64,883775278.51,13703438688.75,4104120280.0,685675702710.0,62.0,86.48,11116.0,35205.0,11461.0,1641.0,51311.0,8112.0,29061.0,30362.0,16798.0,42625.0,196000.0,190000.0,9.17,569.47,180000.0,7453706120839.16,3.75,162250.0,108000.0,144774.43,736115.08,195923.24,9072913645.52
2020-05-31,21963712496.23,14265753487.74,679135008080.17,32242235.47,3419919933.2,557333019.19,538309434.17,5021447052.62,620709789.76,169553076.74,489119665.91,8289869142.24,61.88,73.61,72.91,58.51,67.2,10.15,6.09,15.58,7.48,7.92,42265166.3,25245533702.17,1260539280.13,2158179256.9,11570048923.6,1648743928.54,323976665197.56,11054681930.35,50574947207.62,285243091783.79,1.73,2.73,5.54,1.58,1.34,7021405203.43,3595352190.44,5636026853.56,656245345800.43,1909.72,513.92,1565.05,2393.05,1458.54,6.45,71.56,10.33,7.31,6.67,82.92,6.24,2.53,1.64,4.35,7.14,61.74,15.42,9.91,5.78,15.61,47.2,16.24,12.55,8.4,5.04,83.48,5.05,3.68,2.75,5.56,81.48,5.28,4.82,2.86,544787776676.2,10978748270.52,11501743988.24,88638506.42,94212804.53,1091580315.76,42402831938.99,15956690564.75,14527150.61,0.0,27049277619.31,0.0,2734476849.15,12304429621.31,44455447890.51,1270540853.13,24344824878.48,22822051.82,44217029819.82,5797424296.69,3149968940.71,1010663520.25,9126612197.33,284248998.43,6167542342.44,1067202060.45,1067693759.39,71449877011.57,245497932162.03,44780455897.38,470000.0,3844890936.15,214682761.38,0.0,0.0,853863539.6,2200200814.51,0.0,14321814.84,62361328436.56,8820830967.75,3035169261.89,162853728.28,0.0,117681109.64,1464189323.59,0.0,6849106652.15,6595918182.32,0.0,6811407364.56,22681496.25,0.0,1149157875.87,316882238.01,67777414428.66,464861266213.05,397083851784.39,8820830967.75,597825637463.77,589004806496.02,1149157875.87,49449496702.53,48300338826.66,316882238.01,554387051.21,237504813.2,76818226201.17,135629557472.24,868314969.15,14462331867.98,3631328480.0,717690899670.0,60.72,84.36,10465.0,39692.0,12226.0,1888.0,56035.0,8236.0,31616.0,32655.0,18685.0,45586.0,189000.0,180000.0,9.3,573.56,180000.0,7415583867363.58,3.0,172106.53,108000.0,180000.0,680350.0,188000.0,9569251674.65
2020-06-30,21672704151.94,14284440140.89,684957817428.78,27624751.15,4201705760.42,430034196.13,736526707.57,6652416493.48,827079536.21,325839069.79,332839351.59,10562549951.16,60.76,73.8,51.28,58.69,67.64,9.57,6.1,14.66,7.47,7.86,43917751.82,24686058441.42,1227531964.0,2193529807.01,11581921040.58,1642304767.22,326618129671.84,11118981257.56,50524021745.45,288914086441.36,1.01,2.01,4.67,1.12,0.98,7807704883.3,3852545841.67,5688358419.26,661468914739.2,1912.55,515.43,1572.9,2406.41,1463.32,6.73,72.06,10.26,6.84,6.32,84.46,5.55,2.38,1.28,4.11,7.64,62.29,15.62,8.99,5.46,16.38,47.57,16.57,11.73,7.75,5.14,84.08,4.68,3.52,2.58,5.62,81.88,4.95,4.83,2.72,550379119725.35,10842832062.73,11343944830.41,85534398.24,96454879.31,1080193518.3,42597060415.42,15826892188.16,14746861.38,0.0,25802979550.53,0.0,2744931286.52,12203452359.13,45104375847.85,1264168858.53,23906779524.44,22496282.76,43817723307.12,5828941146.54,3188810245.2,778542695.55,9618420798.57,273337553.57,5940890903.34,1052958792.58,1023113055.89,69903955162.99,244826748501.39,48078388283.11,3036706.36,3815744867.07,213489998.35,0.0,0.0,844876180.94,1958585847.84,0.0,14363945.1,61247565168.85,8679069237.66,3094332056.29,141708038.33,0.0,116921629.37,1425918374.79,0.0,6670073134.67,6592496628.78,0.0,6739722117.21,21102898.1,0.0,1147876311.94,315696355.27,66878244340.68,469281866426.83,402403622086.15,8679069237.66,602875912270.13,594196843032.47,1147876311.94,50067997026.86,48920120714.92,315696355.27,551682636.38,235986281.11,76940419119.49,132075413753.08,887638485.42,15196030648.03,7098607390.0,733706661810.0,61.08,85.54,11936.0,48205.0,15264.0,2491.0,68418.0,9478.0,39205.0,38691.0,22987.0,54909.0,190000.0,180000.0,9.37,577.82,180000.0,7425634416719.74,2.25,161000.0,108786.41,175000.0,700434.21,189288.02,12048307908.75
