Data,contabil_bndu_imobiliario_br,contabil_financiamento_comercial_br,contabil_financiamento_residencial_br,credito_contratacao_contratado_pf_comercial_br,credito_contratacao_contratado_pf_fgts_br,credito_contratacao_contratado_pf_home_equity_br,credito_contratacao_contratado_pf_livre_br,credito_contratacao_contratado_pf_sfh_br,credito_contratacao_indexador_pf_ipca_br,credito_contratacao_indexador_pf_outros_br,credito_contratacao_indexador_pf_prefixado_br,credito_contratacao_indexador_pf_tr_br,credito_contratacao_ltv_pf_comercial_br,credito_contratacao_ltv_pf_fgts_br,credito_contratacao_ltv_pf_home_equity_br,credito_contratacao_ltv_pf_livre_br,credito_contratacao_ltv_pf_sfh_br,credito_contratacao_taxa_pf_comercial_br,credito_contratacao_taxa_pf_fgts_br,credito_contratacao_taxa_pf_home_equity_br,credito_contratacao_taxa_pf_livre_br,credito_contratacao_taxa_pf_sfh_br,credito_estoque_ativo_problematico_pf_comercial_br,credito_estoque_ativo_problematico_pf_fgts_br,credito_estoque_ativo_problematico_pf_home_equity_br,credito_estoque_ativo_problematico_pf_livre_br,credito_estoque_ativo_problematico_pf_sfh_br,credito_estoque_carteira_credito_pf_comercial_br,credito_estoque_carteira_credito_pf_fgts_br,credito_estoque_carteira_credito_pf_home_equity_br,credito_estoque_carteira_credito_pf_livre_br,credito_estoque_carteira_credito_pf_sfh_br,credito_estoque_inadimplencia_pf_comercial_br,credito_estoque_inadimplencia_pf_fgts_br,credito_estoque_inadimplencia_pf_home_equity_br,credito_estoque_inadimplencia_pf_livre_br,credito_estoque_inadimplencia_pf_sfh_br,credito_estoque_indexador_pf_ipca_br,credito_estoque_indexador_pf_outros_br,credito_estoque_indexador_pf_prefixado_br,credito_estoque_indexador_pf_tr_br,credito_estoque_parcela_pf_comercial_br,credito_estoque_parcela_pf_fgts_br,credito_estoque_parcela_pf_home_equity_br,credito_estoque_parcela_pf_livre_br,credito_estoque_parcela_pf_sfh_br,credito_estoque_risco_operacao_pf_a_br,credito_estoque_risco_operacao_pf_aa_br,credito_estoque_risco_operacao_pf_b_br,credito_estoque_risco_operacao_pf_c_br,credito_estoque_risco_operacao_pf_comercial_a_br,credito_estoque_risco_operacao_pf_comercial_aa_br,credito_estoque_risco_operacao_pf_comercial_b_br,credito_estoque_risco_operacao_pf_comercial_c_br,credito_estoque_risco_operacao_pf_comercial_d_mais_br,credito_estoque_risco_operacao_pf_d_mais_br,credito_estoque_risco_operacao_pf_fgts_a_br,credito_estoque_risco_operacao_pf_fgts_aa_br,credito_estoque_risco_operacao_pf_fgts_b_br,credito_estoque_risco_operacao_pf_fgts_c_br,credito_estoque_risco_operacao_pf_fgts_d_mais_br,credito_estoque_risco_operacao_pf_home_equity_a_br,credito_estoque_risco_operacao_pf_home_equity_aa_br,credito_estoque_risco_operacao_pf_home_equity_b_br,credito_estoque_risco_operacao_pf_home_equity_c_br,credito_estoque_risco_operacao_pf_home_equity_d_mais_br,credito_estoque_risco_operacao_pf_livre_a_br,credito_estoque_risco_operacao_pf_livre_aa_br,credito_estoque_risco_operacao_pf_livre_b_br,credito_estoque_risco_operacao_pf_livre_c_br,credito_estoque_risco_operacao_pf_livre_d_mais_br,credito_estoque_risco_operacao_pf_sfh_a_br,credito_estoque_risco_operacao_pf_sfh_aa_br,credito_estoque_risco_operacao_pf_sfh_b_br,credito_estoque_risco_operacao_pf_sfh_c_br,credito_estoque_risco_operacao_pf_sfh_d_mais_br,direcionamento_6100_br,direcionamento_6101_br,direcionamento_6102_br,direcionamento_6104_br,direcionamento_6107_br,direcionamento_6109_br,direcionamento_6113_br,direcionamento_6117_br,direcionamento_6119_br,direcionamento_6122_br,direcionamento_6123_br,direcionamento_6124_br,direcionamento_6139_br,direcionamento_6143_br,direcionamento_6166_br,direcionamento_6172_br,direcionamento_6178_br,direcionamento_6180_br,direcionamento_6200_br,direcionamento_6201_br,direcionamento_6202_br,direcionamento_6204_br,direcionamento_6206_br,direcionamento_6208_br,direcionamento_6209_br,direcionamento_6210_br,direcionamento_6214_br,direcionamento_6215_br,direcionamento_6216_br,direcionamento_6217_br,direcionamento_6218_br,direcionamento_6266_br,direcionamento_6280_br,direcionamento_6707_br,direcionamento_6716_br,direcionamento_6719_br,direcionamento_6720_br,direcionamento_6722_br,direcionamento_6730_br,direcionamento_6778_br,direcionamento_6800_br,direcionamento_6801_br,direcionamento_6802_br,direcionamento_6804_br,direcionamento_6805_br,direcionamento_6810_br,direcionamento_6814_br,direcionamento_6816_br,direcionamento_6817_br,direcionamento_6818_br,direcionamento_6830_br,direcionamento_6831_br,direcionamento_6838_br,direcionamento_6866_br,direcionamento_6880_br,direcionamento_aplicacao_comercial_br,direcionamento_aplicacao_imobiliario_br,direcionamento_aplicacao_residencial_br,direcionamento_aquisicao_comercial_br,direcionamento_aquisicao_imobiliario_br,direcionamento_aquisicao_residencial_br,direcionamento_construcao_comercial_br,direcionamento_construcao_imobiliario_br,direcionamento_construcao_residencial_br,direcionamento_reforma_ampliacao_comercial_br,direcionamento_reforma_ampliacao_imobiliario_br,direcionamento_reforma_ampliacao_residencial_br,fontes_cri_br,fontes_lci_br,fontes_lh_br,fontes_lig_br,fontes_sbpe_captacao_br,fontes_sbpe_saldo_br,imoveis_area_privativa_br,imoveis_area_total_br,imoveis_dormitorio_1_br,imoveis_dormitorio_2_br,imoveis_dormitorio_3_br,imoveis_dormitorio_4_mais_br,imoveis_garantia_alienacao_fiduciaria_br,imoveis_garantia_hipoteca_br,imoveis_implantacao_condominio_br,imoveis_implantacao_isolado_br,imoveis_tipo_apartamento_br,imoveis_tipo_casa_br,imoveis_valor_avaliacao_br,imoveis_valor_compra_br,indices_imobiliario_pib_br,indices_ivg_r_br,indices_mvg_r_br,indices_pib_br,indices_selic_br,credito_contratacao_contratado_mediana_pf_comercial,credito_contratacao_contratado_mediana_pf_fgts,credito_contratacao_contratado_mediana_pf_home_equity,credito_contratacao_contratado_mediana_pf_livre,credito_contratacao_contratado_mediana_pf_sfh,contratacao_pf_total
2018-04-30,16833875608.26,23608060551.91,606143266124.01,30177959.26,4027446406.15,202534194.62,703233534.34,2742686004.14,12505735.1,35854848.28,136636489.46,7521081025.67,60.94,72.4,46.3,57.49,64.39,12.13,5.97,17.45,9.72,9.67,37761817.44,14453614865.12,1264994697.42,2285604676.3,10444209942.03,1756338837.52,267646176594.15,11596036504.95,58729314864.3,249728546596.15,1.4,2.1,6.06,1.64,1.53,159692420.4,1365837158.02,5729222392.95,582201661425.7,2119.48,482.35,1617.09,2514.42,1456.35,8.36,65.64,12.76,8.32,9.55,82.89,2.44,2.67,2.44,4.92,4.22,58.83,21.84,10.15,4.95,18.5,47.84,9.29,14.21,10.15,8.53,77.86,4.39,5.25,3.98,12.26,70.76,5.23,6.85,4.89,469914021387.53,32520265984.95,7334732580.02,461801070.2,79820221.0,1436477241.47,40700883051.62,19470030771.63,39530653.73,0.0,89001680753.09,77061790.16,8033520926.12,15877242200.21,34650951289.43,1642970956.58,,,,,,,,,,,,,,,,,,0.0,309731.07,745860130.67,53908939077.8,90940523.06,13173499.7,,,,,,,,,,,,,,,,,-54550375454.64,488687253916.92,543237629371.56,,469914021387.53,469914021387.53,,34650951289.43,34650951289.43,,,,72990681444.77,171854764470.15,1089864779.02,,248361650.0,570031124750.0,58.66,81.44,8470.0,43210.0,12022.0,2096.0,57847.0,7951.0,29269.0,36529.0,18138.0,47660.0,170000.0,165000.0,9.31,522.09,165000.0,6731892788152.34,6.5,123300.0,103734.5,115150.24,530000.0,192000.0,7706078098.51
2018-05-31,17133001118.53,23147513189.86,607960516040.31,37993028.73,4731663480.44,220256789.7,734984063.66,2967435246.44,9341383.0,38754162.85,159307802.86,8484929260.26,58.16,72.47,53.91,57.77,64.87,11.82,5.98,17.26,9.58,9.54,40469581.82,14556397082.1,1207714465.69,2244937172.01,10330220024.67,1757011383.79,270652037970.91,11489746227.22,58526090041.32,249751164072.46,1.4,2.07,5.78,1.62,1.49,166254009.57,1376292233.15,5693890000.0,584939613452.98,2185.93,483.18,1613.37,2587.33,1464.93,8.47,65.17,13.05,8.39,9.54,82.61,2.68,2.71,2.46,4.92,4.37,58.05,22.28,10.37,4.93,18.75,47.53,9.74,14.11,9.87,8.72,77.86,4.34,5.09,4.0,12.38,70.6,5.31,6.8,4.91,472635324102.04,31761233622.16,7133024467.77,452450712.7,81212432.0,1420098218.11,40722507205.02,19308488926.23,39714403.31,0.0,86229870338.53,69556526.47,7921007693.0,15719595058.3,34908926087.01,1626582745.12,,,,,,,,,,,,,,,,,,0.0,312179.04,740208369.4,53838334937.6,90842663.44,12719387.65,,,,,,,,,,,,,,,,,-54474669076.87,493095182783.84,547569851860.71,,472635324102.04,472635324102.04,,34908926087.01,34908926087.01,,,,72210433647.0,170890720597.51,1048078594.43,,2912632320.0,573448941120.0,59.66,81.28,9063.0,45518.0,13183.0,2131.0,62005.0,7890.0,31026.0,38869.0,20028.0,49867.0,170000.0,164366.0,9.32,522.59,165000.0,6743005240708.06,6.5,150000.0,103400.0,125082.05,520731.0,194580.0,8692332608.97
2018-06-30,17845918901.34,23190063934.72,610449580508.98,40282330.23,4465576590.66,209260221.98,752510641.67,3152297644.42,7467582.38,41186517.65,144146940.57,8427126388.36,60.36,72.31,48.24,56.52,65.16,11.62,5.99,17.31,9.48,9.47,41090101.66,13953864609.91,1136574492.57,2103447854.33,9748280781.22,1763007471.44,273578717075.42,11387571443.14,58351851437.09,250161047921.39,1.51,1.93,5.4,1.43,1.35,171023214.24,1389956523.76,5639654500.53,588041561109.95,2183.91,485.47,1611.19,2574.84,1463.13,7.96,67.09,11.5,8.56,10.0,82.54,2.48,2.67,2.31,4.89,4.06,60.29,20.04,10.72,4.88,18.54,48.87,9.19,13.64,9.76,8.27,79.09,3.65,5.03,3.95,11.66,72.45,4.15,6.82,4.91,475565254550.04,31439033071.79,7026243311.14,443382767.73,83277666.0,1490444063.01,40619461427.98,19192147140.07,39287054.1,0.0,84575082297.96,69677152.73,7866027837.08,15592534006.06,35185479475.05,1612458346.93,,,,,,,,,,,,,,,,,,0.0,314545.62,738975543.97,53247155076.29,93068790.79,12757038.59,,,,,,,,,,,,,,,,,-53879990245.26,497769635326.49,551649625571.75,,475565254550.04,475565254550.04,,35185479475.05,35185479475.05,,,,70579970069.33,167794676446.8,1065120774.23,,3220249240.0,579528234750.0,59.75,81.13,8825.0,44862.0,13474.0,2181.0,61482.0,7860.0,30938.0,38404.0,20331.0,49011.0,170000.0,165000.0,9.3,523.17,167000.0,6785258068632.33,6.5,146625.0,102688.0,122567.66,520512.5,189000.0,8619927428.96
2018-07-31,18419970822.53,22895416277.79,612223534964.51,30620690.56,4306025733.29,215411002.34,777945584.62,3236218530.49,11344138.45,48686715.34,130099254.08,8376091433.43,58.37,72.06,47.97,56.64,65.4,11.77,6.03,17.49,9.46,9.4,46013860.05,14153357894.71,1107385869.99,2089336338.46,9736717987.01,1751346895.37,276245988587.89,11324031360.57,58157776173.09,250398486460.77,1.71,1.94,5.22,1.45,1.35,180759414.94,1411749138.89,5601749577.7,590683371346.16,2117.13,485.74,1601.18,2538.64,1459.14,7.02,66.93,12.48,8.76,5.57,83.7,5.44,2.91,2.38,4.81,4.12,59.63,20.4,11.01,4.83,15.24,49.29,12.54,13.73,9.19,5.93,79.65,5.31,5.26,3.86,10.11,72.7,5.46,6.89,4.83,478135598327.23,30982541759.6,7226251971.89,433876703.05,85080758.0,1478890104.66,40802085984.37,18969047170.48,39415731.71,0.0,83374928046.2,69518437.39,7739797666.53,15424714513.96,35455186307.18,1597653578.38,,,,,,,,,,,,,,,,,,0.0,317019.87,754503079.13,51553446179.95,97769651.26,12544544.07,,,,,,,,,,,,,,,,,-52197318043.88,502867412924.35,555064730968.23,,478135598327.23,478135598327.23,,35455186307.18,35455186307.18,,,,72820739447.36,165821366895.23,1042664978.98,,2338257120.0,583797200410.0,59.57,81.43,8726.0,44513.0,12686.0,2194.0,59854.0,8265.0,31280.0,36839.0,19592.0,48527.0,173900.0,169000.0,9.26,523.82,167000.0,6829095273348.07,6.5,126293.83,102400.0,125000.0,558100.0,191324.78,8566221541.3
2018-08-31,18796326123.63,22710220241.4,614815628527.5,38668030.74,4860766905.98,223807946.21,830310912.93,3484559397.58,13719150.35,47464886.89,149276863.5,9227652292.7,59.08,72.74,44.38,57.18,65.03,11.83,6.01,17.49,9.31,9.4,40910101.73,14036355967.86,1057139665.68,1996127327.99,9483567830.85,1802473942.88,279511371543.26,11296861853.73,57912088504.63,250784224728.85,1.29,1.77,4.77,1.3,1.2,191672202.46,1442411330.2,5575381467.78,594097555572.91,2107.56,486.28,1611.13,2623.52,1467.41,6.99,67.38,12.23,8.67,6.59,82.71,6.5,2.28,1.92,4.72,4.05,60.52,19.62,11.02,4.78,15.4,49.74,12.95,13.14,8.77,5.92,79.81,5.52,5.11,3.65,10.15,72.85,5.55,6.72,4.73,480635841049.17,30606902176.82,7212451766.68,424706245.05,86332242.0,1462715834.36,40774957513.16,18798045519.8,39795333.33,0.0,82833109589.16,214698687.41,7722438808.46,15273016640.69,35765171399.02,1581770722.45,,,,,,,,,,,,,,,,,,0.0,319506.26,765736447.87,51183779164.6,101673834.42,12335248.06,,,,,,,,,,,,,,,,,-51835187023.73,505930547325.51,557765734349.24,,480635841049.17,480635841049.17,,35765171399.02,35765171399.02,,,,71630923579.86,164802652643.59,1060360240.37,,2556939080.0,590415660440.0,59.0,81.2,9956.0,49534.0,14155.0,2522.0,67556.0,8611.0,34595.0,41572.0,22523.0,53644.0,170000.0,167000.0,9.24,524.57,165000.0,6872213423920.26,6.5,130626.24,102715.66,123969.21,528810.0,190000.0,9438113193.439999
2018-09-30,19286670880.3,22628566660.7,617252376526.49,27509063.74,3467912481.54,190088115.0,758752634.73,3094119185.66,13610769.69,39018176.32,138623348.97,7347129185.69,59.67,72.86,49.39,57.61,65.12,11.93,5.99,17.75,9.23,9.33,40085914.69,14169702946.79,1030734497.4,2003433491.49,9512318479.43,1777626105.97,282034996134.18,11255763940.11,57916541007.36,251404208816.98,1.33,1.74,4.48,1.24,1.14,201064802.1,1456110450.65,5564833579.2,597167127172.65,2111.22,486.67,1607.51,2601.71,1459.13,6.94,67.59,12.06,8.72,6.53,82.84,6.18,2.4,2.05,4.69,4.03,60.81,19.28,11.14,4.74,15.3,49.83,13.07,13.3,8.5,5.88,80.03,5.43,5.04,3.62,10.08,73.02,5.48,6.7,4.72,482684850342.83,29861397985.62,6934940976.58,415607494.34,87977492.0,1451734695.05,41007241761.15,18578260658.26,40036373.01,0.0,82522097032.36,202077718.3,7654882804.76,15161659101.83,35999621032.62,1568638605.7,,,,,,,,,,,,,,,,,,0.0,321911.99,780702227.37,50018896846.18,106160399.75,12440889.86,,,,,,,,,,,,,,,,,-50680675871.95,508446154137.74,559126830009.69,,482684850342.83,482684850342.83,,35999621032.62,35999621032.62,,,,70711987571.57,162900588956.75,1077496862.77,,2730472470.0,599363904800.0,60.3,83.41,7759.0,37513.0,11492.0,2132.0,50772.0,8124.0,26956.0,31940.0,16755.0,42141.0,173049.37,169400.0,9.23,525.4,165000.0,6904478519023.03,6.5,133685.2,102318.5,128227.47,441435.0,188000.0,7538381480.67
2018-10-31,19809715541.89,22198713643.6,619264152485.03,29930891.48,3935765625.38,224718963.0,835152790.0,3559153430.23,14156076.14,49874142.81,163826106.32,8356865374.82,59.58,73.3,48.81,58.61,65.01,11.74,5.98,17.79,9.12,9.34,36037433.95,14646646561.65,1003339748.95,1979772235.63,9502359494.08,1769358519.4,284456813706.61,11194442789.07,57836568336.97,251870577158.63,1.24,1.67,4.17,1.15,1.06,209369612.54,1487422944.87,5564712647.5,599866255305.77,2101.2,486.27,1608.43,2624.21,1469.7,6.72,67.45,12.34,8.87,5.37,84.26,5.86,2.59,1.93,4.62,4.09,60.04,19.71,11.46,4.7,15.7,49.74,13.14,13.31,8.1,5.73,80.43,5.36,4.95,3.53,9.52,73.5,5.64,6.7,4.64,485512991093.85,29217239875.09,7727216241.09,405978569.85,89925014.0,1448637633.98,41154016519.26,18421176705.54,40333200.31,0.0,83428692476.57,165544222.12,6564324622.15,15013238506.16,36337262323.05,1554478477.06,,,,,,,,,,,,,,,,,,0.0,324426.09,796988064.51,47450608378.72,116570297.59,12537048.5,,,,,,,,,,,,,,,,,-48118164671.05,512105505855.89,560223670526.94,,485512991093.85,485512991093.85,,36337262323.05,36337262323.05,,,,70708188028.28,159462123880.05,1096759203.34,,2042143460.0,599508867000.0,60.65,82.76,9279.0,41246.0,13112.0,2279.0,57388.0,8528.0,27979.0,37937.0,20746.0,45170.0,175000.0,170000.0,9.2,526.33,164000.0,6947914952658.16,6.5,126000.0,102000.0,128828.52,394643.72,190000.0,8584721700.09
2018-11-30,20774278022.4,21609032273.14,621557483823.38,25278791.68,3451166709.41,177967818.03,533787796.48,3546024455.67,11781574.07,46602357.75,131392136.63,7544449502.82,62.55,73.19,50.21,59.82,64.62,11.49,6.15,17.98,9.17,9.33,39697836.19,14921321999.75,977216840.34,1995764648.64,9576608473.9,1993388931.43,286715073214.35,11150840555.54,57316908425.94,252760005811.25,1.19,1.72,4.15,1.14,1.08,216788983.73,1510824188.94,5562816263.95,602645787501.89,2101.48,488.62,1607.31,2638.31,1471.32,5.59,68.62,12.53,8.88,5.82,82.67,7.37,2.49,1.65,4.37,4.27,59.57,19.64,11.83,4.69,15.16,49.59,13.77,13.78,7.7,5.77,80.61,5.57,4.74,3.31,6.62,76.9,6.04,6.31,4.12,488421099182.95,28869298889.64,7975151453.78,397134178.81,90979208.0,1437736784.57,41462764177.18,18329388378.5,40523304.58,0.0,83333383888.21,166326241.34,6432733997.03,14892538851.56,36624680784.33,1542467663.27,,,,,,,,,,,,,,,,,,0.0,326857.83,805810625.65,45822756943.77,100621978.8,12643263.18,,,,,,,,,,,,,,,,,-46514975469.61,516834463737.72,563349439207.33,,488421099182.95,488421099182.95,,36624680784.33,36624680784.33,,,,82467062240.81,158429594335.03,1105637170.05,177201801.32,5295197880.0,603724290610.0,60.93,85.79,8214.0,37454.0,11939.0,2100.0,51867.0,7840.0,27844.0,31863.0,17812.0,41895.0,180000.0,175000.0,9.18,527.37,165000.0,6981672821646.51,6.5,140000.0,104800.0,121800.0,150330.28,192000.0,7734225571.27
2018-12-31,22608030268.75,20921058596.34,623861769983.24,27339922.05,3789539404.36,180075650.21,447996314.07,3780351620.26,9375391.55,54633961.21,112782615.08,8048510943.11,62.44,73.39,50.14,62.68,66.73,11.6,6.12,17.59,9.21,9.34,38182811.58,14428114031.53,949996805.59,1966870410.6,9318238798.71,2135271787.69,289055624124.86,11094789262.59,56779354181.11,253731148902.38,1.01,1.47,3.9,1.1,0.99,218998698.66,1536296193.12,5542810186.2,605498083180.65,2094.85,489.72,1595.62,2606.87,1470.66,7.31,66.71,11.29,9.74,5.84,83.02,7.26,2.15,1.74,4.94,7.79,55.89,16.84,13.48,6.0,15.67,49.34,13.75,13.72,7.52,5.71,80.48,5.63,4.94,3.25,6.77,76.58,6.17,6.45,4.03,491697853939.12,28526755640.51,8393623673.7,388643668.59,91031876.0,1439797175.44,41998625182.25,18257309332.98,40845955.99,0.0,81407625431.28,73870246.26,6286830791.45,14771938515.63,36878798430.47,1530672046.24,,,,,,,,,,,,,,,,,,0.0,329398.23,806706183.45,46686902199.54,85916034.34,12737938.46,,,,,,,,,,,,,,,,,-47394625011.96,521574346031.39,568968971043.35,,491697853939.12,491697853939.12,,36878798430.47,36878798430.47,,,,78288083589.17,156374493191.32,1101828106.95,2019087368.02,453935850.0,618146063840.0,59.21,84.0,7226.0,39959.0,11583.0,2169.0,53741.0,7196.0,29430.0,31507.0,16555.0,44382.0,180000.0,171350.0,9.18,528.52,165000.0,7004140999893.37,6.5,139494.03,104505.0,125000.0,150000.0,194798.02,8225302910.950001
2019-01-31,23720480311.42,20512326542.37,623055212465.65,29887467.62,1256078233.88,176908559.19,441868500.18,3669889281.72,8554031.43,46053620.78,123381286.54,5396643103.84,56.12,74.69,48.14,63.7,67.13,11.41,6.17,17.55,9.08,9.21,32315683.95,15307843884.79,991154117.77,2015549124.3,9626480879.71,2113134543.98,289185256098.11,10989962883.99,56279359195.88,253965793397.49,0.9,1.72,4.54,1.25,1.11,221301893.55,1540968941.58,5500406143.5,605270829140.82,2094.19,486.23,1579.62,2544.28,1450.43,7.17,67.23,11.06,9.59,7.09,81.07,8.29,2.13,1.43,4.95,7.51,56.92,16.3,13.23,6.03,15.75,49.19,13.95,13.62,7.5,5.85,80.29,5.71,4.83,3.33,6.71,76.73,6.17,6.38,4.0,486189458551.54,14305291959.95,9039081670.45,178042040.83,91664946.0,1271757243.72,42443749254.01,21912749108.26,12290174.59,0.0,73756242139.25,69923070.84,6155094207.66,14099643944.1,37172828613.74,1462192842.79,31621254917.0,29265100.32,48346000482.88,7100725904.58,902419920.11,2182009169.77,385372931.1,360030614.15,8120702454.4,623886634.14,707648962.92,8120511473.52,261095701533.89,278713390.84,0.0,4243346001.73,235292674.16,0.0,0.0,809410213.51,42543739706.44,0.0,12832854.35,80374498261.41,11207296506.03,4855410607.9,103803863.64,0.0,140451991.56,2057750778.26,0.0,1631104999.38,6758543042.6,0.0,7017299093.67,42238066.99,0.0,2515266490.58,380681915.42,56964732467.88,451559989400.28,394595256932.4,11207296506.03,545742755540.45,534535459034.42,2515266490.58,43931441106.05,41416174615.47,380681915.42,645239689.9,264557774.48,73163969417.75,155563669684.78,967029192.85,2865150464.07,2141553100.0,611001780830.0,76.05,105.59,6095.0,13403.0,9630.0,2290.0,24076.0,7342.0,13863.0,17555.0,8692.0,22726.0,286000.0,275000.0,9.12,529.81,175000.0,7030150750634.52,6.5,137617.79,100000.0,114972.06,205000.0,190481.61,5574632042.59
2019-02-28,23643125335.02,21293959204.75,626262060730.25,21151724.33,4059302989.63,169476559.31,422839647.98,3842248177.03,14467624.61,46600055.05,115889931.59,8338061487.03,59.59,73.48,49.58,64.59,66.09,11.35,6.06,17.45,9.02,9.25,34105931.76,15795912022.86,963235437.07,2007483211.26,9727468102.86,2184716615.46,291956131566.82,10919810339.45,55833736135.56,255132257443.88,0.9,1.84,4.43,1.27,1.16,225361373.17,1540259140.01,5477096890.36,608783934697.63,2064.43,485.14,1574.62,2492.51,1446.74,6.71,68.17,11.02,9.3,5.74,84.12,6.86,1.86,1.42,4.8,7.01,58.48,16.17,12.64,5.7,15.19,50.63,13.77,13.03,7.38,5.35,81.06,5.55,4.72,3.32,6.31,77.05,6.25,6.39,4.01,489760109691.94,13918389811.21,8906712672.47,168758019.92,83920599.92,1257257709.09,42026768892.19,19534587078.28,12548320.31,0.0,68339107407.51,0.0,6113597797.48,13970417868.45,37475638008.75,1449334886.71,31182070820.92,28866761.62,48476633245.15,7006543717.46,857143543.98,2024904264.63,827874266.8,355391230.22,8177893687.0,710107086.91,710762637.05,13833189913.07,260474579270.27,2913806217.78,0.0,4243652164.73,233697433.45,0.0,0.0,779433758.61,40627546608.51,0.0,12948497.65,79258185785.57,12165355444.33,4805543430.03,115679903.75,0.0,138937385.63,1911234067.44,0.0,1678651624.39,6873951503.95,0.0,7133232069.45,40750573.33,0.0,2476012003.86,378609451.78,58476905117.36,451008279251.27,392531374133.91,12165355444.33,550402098381.42,538236742937.09,2476012003.86,44195302177.34,41719290173.48,378609451.78,641173646.85,262564195.07,69953773269.99,153429269191.31,973128844.07,3580047794.23,2795887290.0,610465006890.0,59.24,81.31,8723.0,44971.0,12408.0,2129.0,60162.0,8069.0,31818.0,36413.0,20483.0,47748.0,170000.0,165000.0,9.11,531.23,170000.0,7066729304161.54,6.5,145000.0,102400.0,111490.0,105361.87,193000.0,8515019098.280001
2019-03-31,23647804657.67,21028520382.35,628948623448.68,20811188.58,3338212090.51,175950241.87,350406569.04,3591948468.01,11627002.77,51498456.08,111546930.61,7302656168.55,57.71,73.55,50.65,58.61,63.98,11.4,6.09,17.39,8.85,9.33,33823336.04,16241327926.05,952173407.8,2045449200.92,9810643267.01,2234691915.6,294194185166.21,10899576824.83,55310314866.07,256111791778.09,0.81,2.0,4.39,1.33,1.19,234039918.57,1563146763.33,5462534045.84,611490839823.06,2058.61,488.94,1573.79,2426.41,1446.35,6.76,67.59,11.37,9.53,5.85,83.51,7.29,1.95,1.41,4.75,7.11,57.82,16.55,12.98,5.55,15.03,50.06,14.56,12.99,7.37,5.41,80.65,5.82,4.76,3.37,6.31,76.62,6.52,6.51,4.05,492757032208.4,13633492948.38,8328533582.9,161398931.93,85718869.39,1244342284.9,41650805084.83,19157346471.3,12601526.05,0.0,65104145542.44,0.0,6541442922.01,13836470958.81,37766154660.41,1437435768.4,30738661957.72,28452541.03,47821766979.6,6928709364.06,923526310.42,1933956614.28,1251749083.74,351943237.66,8095558427.12,315183133.9,667421396.11,18968164808.9,260168348955.28,5259192659.91,0.0,4232583561.39,233335091.14,0.0,0.0,792633488.33,38444686510.57,0.0,12915662.98,78141873309.7,12050831915.66,4669553066.1,101557897.63,0.0,136277086.84,1882504097.6,0.0,1717789149.41,6872250799.12,0.0,7131661548.16,41187735.55,0.0,2449217750.1,376718912.1,59166939034.99,448467868192.12,389300929157.13,12050831915.66,552629631103.66,540578799188.0,2449217750.1,44447955971.9,41998738221.8,376718912.1,638506544.27,261787632.17,70093976219.65,152074610562.81,991172238.3,4541879723.3,3658492370.0,614358561990.0,60.0,83.41,7818.0,39238.0,11854.0,1879.0,54700.0,6089.0,29675.0,31114.0,17441.0,43348.0,176000.0,170000.0,9.13,532.81,170000.0,7079611460649.58,6.5,150000.0,103788.99,120000.0,183420.0,190000.0,7477328558.01
2019-04-30,23746017156.16,20432522518.24,631033294092.07,41935529.23,3928367668.93,210932509.68,435577966.49,3997890779.45,16929369.61,62891308.03,129758657.03,8405125119.11,65.4,73.69,50.29,59.65,64.35,10.23,6.18,17.63,8.75,9.28,33807266.27,16684561583.65,901924926.24,1984646644.39,9823294268.57,2417801664.86,296309100943.34,10849017773.89,54512366891.03,256911161670.54,0.7,2.03,3.86,1.28,1.18,242737909.49,2343345565.8,5439128047.09,612974237421.28,2061.67,491.52,1575.33,2395.3,1451.2,6.84,67.32,11.21,9.72,5.43,84.08,7.53,1.79,1.18,4.92,7.14,57.44,16.28,13.17,5.98,15.19,50.07,14.45,13.37,6.92,5.49,80.63,5.52,5.03,3.33,6.43,76.46,6.46,6.66,3.99,495317098914.45,13249066726.73,8303790345.68,154095026.17,87253545.33,1231365578.51,41240820499.01,18833389223.29,12654610.61,0.0,62143923591.72,0.0,5930564900.26,13682496466.69,38283058751.41,1423175469.96,30292618969.15,27921955.75,47365489433.95,6838142154.67,1007941856.31,1839220641.77,1709127537.2,348109365.72,8003524609.28,891288492.6,970203565.64,25810508679.07,259434061095.97,7893175367.93,0.0,4206605742.71,231695160.68,0.0,0.0,808263284.07,34726159289.11,0.0,13010547.23,77025560833.87,12019815656.15,4636167368.74,96908707.65,0.0,134704780.47,1856492186.77,0.0,1731353643.76,6922163967.72,0.0,7172466940.77,39192149.6,0.0,2246635463.11,374648050.83,61427662500.53,445686306178.09,384258643677.56,12019815656.15,554702404004.55,542682588348.4,2246635463.11,44736299957.23,42489664494.12,374648050.83,634265167.26,259617116.43,69619630287.48,151973575815.24,991077957.14,5848671416.94,2929095320.0,613839163320.0,60.14,84.15,8825.0,39144.0,11568.0,2041.0,54119.0,7459.0,29213.0,32365.0,17788.0,43790.0,180000.0,170190.42,9.12,534.55,165000.0,7105503594637.61,6.5,128000.0,106320.0,123962.05,325946.98,193420.0,8614704453.779999
