data_base,ocupacao,carteira_ativa,carteira_inadimplida_arrastada,numero_de_operacoes,ticket_medio
2016-04-01,PF - Aposentado/pensionista,14677226435.77,171718060.56,167358,87699.58075365385
2016-04-01,PF - Autônomo,25874298497.46,467621542.03000003,172693,149828.29933732114
2016-04-01,PF - Empregado de empresa privada,128972403357.08,1143005954.16,1264254,102014.62946297185
2016-04-01,PF - Empregado de entidades sem fins lucrativos,423810529.38,3258063.66,3660,115795.22660655738
2016-04-01,PF - Empresário,74235237789.22,1413360547.21,415179,178802.96881398145
2016-04-01,PF - MEI,2652914601.83,43584570.58,29585,89670.93465708973
2016-04-01,PF - Outros,157960723770.13,5305471607.03,2237122,70608.90008239604
2016-04-01,PF - Servidor ou empregado público,92601676999.51,748286796.99,838233,110472.47841532127
2016-05-01,PF - Aposentado/pensionista,14665217221.57,172237441.99,167087,87769.9475217701
2016-05-01,PF - Autônomo,25944678999.010002,455617622.54,173059,149918.1146257057
2016-05-01,PF - Empregado de empresa privada,130170455850.41,1136234977.07,1272841,102267.6483947406
2016-05-01,PF - Empregado de entidades sem fins lucrativos,427671966.85,2907471.66,3684,116089.02466069491
2016-05-01,PF - Empresário,74326380140.8,1398894166.49,415858,178730.19189434857
2016-05-01,PF - MEI,2675060501.16,43777035.49,29799,89770.14333232658
2016-05-01,PF - Outros,159390846790.46,5308943580.24,2253997,70714.7555167376
2016-05-01,PF - Servidor ou empregado público,93198746461.81,763925882.94,841727,110723.2469218761
2016-06-01,PF - Aposentado/pensionista,14683355237.14,142828084.62,168671,87053.22928742936
2016-06-01,PF - Autônomo,26078639868.48,371321826.63,174785,149204.10715152902
2016-06-01,PF - Empregado de empresa privada,131389645924.32,865723081.13,1289435,101897.06803702397
2016-06-01,PF - Empregado de entidades sem fins lucrativos,432430192.18,2368484.28,3754,115191.84661161428
2016-06-01,PF - Empresário,74531239428.33,1114208785.84,418651,178027.1381850993
2016-06-01,PF - MEI,2702356332.38,36789321.82,30499,88604.75203711598
2016-06-01,PF - Outros,161293063006.87,4236918526.55,2396558,67301.96515455499
2016-06-01,PF - Servidor ou empregado público,93963048994.13,622232387.52,853544,110085.77061537543
2016-07-01,PF - Aposentado/pensionista,14679339479.57,153698118.48,168408,87165.33347329106
2016-07-01,PF - Autônomo,26182825017.91,397207256.3,175358,149310.69593579991
2016-07-01,PF - Empregado de empresa privada,132734718765.58,948303339.21,1298343,102233.9387708641
2016-07-01,PF - Empregado de entidades sem fins lucrativos,428303649.58,2278127.45,3725,114980.84552483221
2016-07-01,PF - Empresário,74854848606.05,1181847529.7,419978,178235.16614215507
2016-07-01,PF - MEI,2726175759.67,39779910.19,30671,88884.47587851717
2016-07-01,PF - Outros,163014114255.32,4530509473.91,2411554,67597.12378628884
2016-07-01,PF - Servidor ou empregado público,94624847761.39,659050938.44,856804,110439.31606457253
2016-08-01,PF - Aposentado/pensionista,14686012211.52,149648720.39000002,168264,87279.58571958351
2016-08-01,PF - Autônomo,26323919730.56,402050361.62,175873,149675.73038817785
2016-08-01,PF - Empregado de empresa privada,134222191874.23,952027206.3199999,1308201,102600.58803978135
2016-08-01,PF - Empregado de entidades sem fins lucrativos,437426626.15,1708328.56,3771,115997.51422699548
2016-08-01,PF - Empresário,75170183715.25,1221157444.27,420997,178552.7776094604
2016-08-01,PF - MEI,2753009643.48,39180907.11,30859,89212.53583978742
2016-08-01,PF - Outros,164881489612.47,4526455035.16,2429334,67871.06656082284
2016-08-01,PF - Servidor ou empregado público,95409370521.65,689701953.34,860408,110888.52093617214
2016-09-01,PF - Aposentado/pensionista,14684716369.43,160204456.51,168392,87205.54640024467
2016-09-01,PF - Autônomo,26400454358.670002,418166071.61,176415,149649.71435915315
2016-09-01,PF - Empregado de empresa privada,135446605850.56,1047250637.67,1317018,102843.39762293301
2016-09-01,PF - Empregado de entidades sem fins lucrativos,439868300.90999997,2912319.4499999997,3791,116029.62303086257
2016-09-01,PF - Empresário,75514044655.2,1268763661.51,422457,178749.6589125047
2016-09-01,PF - MEI,2775003805.0,44270098.18,31013,89478.72843646213
2016-09-01,PF - Outros,166270045326.17,4880229027.93,2443635,68042.09520905127
2016-09-01,PF - Servidor ou empregado público,95987310037.56999,752059403.02,864891,110981.97349442876
2016-10-01,PF - Aposentado/pensionista,14180681273.09,163220698.29,164276,86322.2946327522
2016-10-01,PF - Autônomo,26132508589.93,447112877.17,174567,149699.0186571918
2016-10-01,PF - Empregado de empresa privada,135009529834.62,1107025253.1299999,1311986,102904.70312535347
2016-10-01,PF - Empregado de entidades sem fins lucrativos,446593997.89,2732859.04,3845,116149.284236671
2016-10-01,PF - Empresário,74647863076.61,1330132257.72,417708,178708.24374110624
2016-10-01,PF - MEI,2765805910.58,46014794.24,30917,89459.06493450205
2016-10-01,PF - Outros,166672717574.94,5057000954.75,2444593,68180.15005971956
2016-10-01,PF - Servidor ou empregado público,94308423128.43,771062695.58,851619,110740.15860194522
2016-11-01,PF - Aposentado/pensionista,14160673072.74,162835992.49,164004,86343.46157862003
2016-11-01,PF - Autônomo,26230729401.3,420769579.26,174978,149908.7279618009
2016-11-01,PF - Empregado de empresa privada,136365631129.85,1081286745.88,1321250,103209.5599847493
2016-11-01,PF - Empregado de entidades sem fins lucrativos,449182178.27,3075294.34,3858,116428.76575168481
2016-11-01,PF - Empresário,74881541277.08,1302688056.32,418542,178910.45887170226
2016-11-01,PF - MEI,2784761389.91,46882726.73,31062,89651.70915942309
2016-11-01,PF - Outros,168406769182.46,4914519283.83,2469455,68195.92549062849
2016-11-01,PF - Servidor ou empregado público,95063249968.8,747674674.41,855446,111127.11961807057
2016-12-01,PF - Aposentado/pensionista,14119031337.3,139361300.5,163566,86320.08692087597
2016-12-01,PF - Autônomo,26261762058.47,361151577.0,175292,149817.23101151222
2016-12-01,PF - Empregado de empresa privada,138334537310.66,847230755.02,1336311,103519.71757372348
2016-12-01,PF - Empregado de entidades sem fins lucrativos,440088606.8,2492219.37,3749,117388.26535076021
2016-12-01,PF - Empresário,74833911447.43,1136449718.31,418753,178706.56794680873
2016-12-01,PF - MEI,2805504710.05,38513630.09,31220,89862.41864349776
2016-12-01,PF - Outros,171050785618.89,4187715216.16,2500893,68395.88323806337
2016-12-01,PF - Servidor ou empregado público,96051857439.26,615364635.65,861463,111498.52917566976
2017-01-01,PF - Aposentado/pensionista,17162396466.76,193306119.18,210413,81565.28573215533
2017-01-01,PF - Autônomo,38484021705.44,1041050281.64,349136,110226.44959396913
2017-01-01,PF - Empregado de empresa privada,168619033083.91,1775338791.94,1765165,95525.9327507117
2017-01-01,PF - Empregado de entidades sem fins lucrativos,614493313.27,7219946.42,6511,94377.71667485793
2017-01-01,PF - Empresário,88593496309.4,1966999364.54,573732,154416.16697238432
2017-01-01,PF - MEI,5099470409.92,106629508.14,59654,85484.13199316055
2017-01-01,PF - Outros,107283609918.65,2071058047.62,1624796,66028.9722024488
2017-01-01,PF - Servidor ou empregado público,99858575229.14,766622838.7,922458,108252.7066046801
2017-02-01,PF - Aposentado/pensionista,17152427830.71,206133134.46,210320,81553.9550718429
2017-02-01,PF - Autônomo,38603883761.51,1153590322.52,350206,110231.93138184384
2017-02-01,PF - Empregado de empresa privada,170025893740.96,2049221432.71,1776675,95698.92847085708
2017-02-01,PF - Empregado de entidades sem fins lucrativos,622549848.34,8648818.34,6606,94240.06181350288
2017-02-01,PF - Empresário,88746188397.97,2208525330.04,574773,154402.1524984124
2017-02-01,PF - MEI,5124045117.05,125984984.16,59938,85489.09067786713
2017-02-01,PF - Outros,108400808835.22,2333794127.65,1634170,66333.86296114848
2017-02-01,PF - Servidor ou empregado público,100480809326.83,837667552.46,927203,108369.80610160882
2017-03-01,PF - Aposentado/pensionista,17123564884.98,203153621.53,209730,81645.75828436561
2017-03-01,PF - Autônomo,38659749189.15,1148098942.39,349964,110467.78865583318
2017-03-01,PF - Empregado de empresa privada,171130504426.14,2057018003.53,1784318,95908.07492058031
2017-03-01,PF - Empregado de entidades sem fins lucrativos,620773322.84,7988129.05,6570,94486.04609436834
2017-03-01,PF - Empresário,88718286500.32,2173460856.34,574357,154465.40479235043
2017-03-01,PF - MEI,5142990221.56,127155028.75,60004,85710.789640024
2017-03-01,PF - Outros,109551838384.2,2391538271.18,1634894,67008.52678167514
2017-03-01,PF - Servidor ou empregado público,100983609650.18,875762316.11,928881,108715.33560292437
2017-04-01,PF - Aposentado/pensionista,17086187976.53,215508144.0,209676,81488.52504115875
2017-04-01,PF - Autônomo,38773481513.72,1203514260.36,350977,110472.99826974417
2017-04-01,PF - Empregado de empresa privada,172447120369.48,2271739751.4,1795599,96038.77055482878
2017-04-01,PF - Empregado de entidades sem fins lucrativos,624405539.76,10002017.540000001,6609,94478.06623694961
2017-04-01,PF - Empresário,88867442696.14,2314353163.15,575391,154447.05025997973
2017-04-01,PF - MEI,5177312258.42,134420552.33,60388,85734.12364078956
2017-04-01,PF - Outros,110605043676.8,2652727786.9,1643080,67315.67767655865
2017-04-01,PF - Servidor ou empregado público,101510186688.66,945469902.51,933834,108702.6031271725
2017-05-01,PF - Aposentado/pensionista,17008662620.61,219283281.1,208954,81399.07645036707
2017-05-01,PF - Autônomo,38854121657.23,1201046954.83,351541,110525.14971861035
2017-05-01,PF - Empregado de empresa privada,173746027258.01,2332510707.77,1806134,96197.75014368258
2017-05-01,PF - Empregado de entidades sem fins lucrativos,625005696.92,10534292.82,6610,94554.56836913766
2017-05-01,PF - Empresário,88842203557.26,2309790328.7,575685,154324.332850882
2017-05-01,PF - MEI,5214292506.43,144453778.66,60713,85884.28353779257
2017-05-01,PF - Outros,111773409434.6,2733123672.45,1650088,67737.84757818977
2017-05-01,PF - Servidor ou empregado público,102002164702.44,973811324.9399999,936420,108927.79383443327
2017-06-01,PF - Aposentado/pensionista,16958506096.87,183797991.14,208346,81395.88039544797
2017-06-01,PF - Autônomo,38986630665.5,949151422.17,352587,110573.08030500273
2017-06-01,PF - Empregado de empresa privada,175423036129.1,1766618895.73,1818775,96451.20266613517
2017-06-01,PF - Empregado de entidades sem fins lucrativos,634236042.8199999,9779569.41,6694,94746.94395279353
2017-06-01,PF - Empresário,88902885100.91,1813136626.52,576206,154290.10649127222
2017-06-01,PF - MEI,5260922328.83,112390653.48,61136,86052.77297876864
2017-06-01,PF - Outros,113194509366.43,2224629854.68,1660988,68148.90256066268
2017-06-01,PF - Servidor ou empregado público,102610054323.44,769628321.78,939561,109210.63594959774
